id,referencenumber,studyunit,datecreated,externalreferencenumber,daterequested,statusdescription,studystatus,statusdate,requesttype,dateassigned,borough,locationtype,mainstreet,crossstreet1,crossstreet2,midblock,removal,visionzero,seasonal,hurricanesandy,schoolhold,consultant,schoolcrossing,targetdate,locationnotes,schoolname,am_count,pm_count,schooldismissal,pedestriancount,gap,speed,compassdirectionone,oldreferencenumber,atr_receivedate,atr_requestdate,warrantdescription,warrantsstudytype,tentativesignalinstalldate,am_count2,pm_count2,midday_count,pedestriancount2,gap2,speed2,compassdirectiontwo,aw_installdate,schoolnumber,findings,signalinstalldate,midday_count2,schooldismissal2,otherstudies,warrantssatisfieddate,otherstudies2
178499,CQ22-1726,ICU,2022-06-09T09:23:05.000,DOT-549417-R5X2,2022-06-07T00:00:00.000,Study Request Denial,CLOSED,2023-01-23T00:00:00.000,Traffic Signal,2022-10-20T00:00:00.000,Queens,Intersection,ELIOT AVENUE,76 STREET,KENNETH C LEDEE PLACE,No,No,No,No,No,No,No,No,2022-09-27T00:00:00.000,,,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,N,,,,,,,,,2022-12-08T00:00:00.000,,,,,,,,,,,,,
178446,CQ22-1673B,SE,2022-06-02T12:31:55.000,DOT-548978-N6M6,2022-06-02T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-09-15T00:00:00.000,Left Turn Arrow/Signal,2022-06-02T00:00:00.000,Queens,Intersection,ELIOT AVENUE,69 STREET,,No,No,No,No,No,No,No,No,2022-08-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178378,CQ22-1605B,SE,2022-05-27T12:29:15.000,DOT-548310-Z0Z7,2022-05-27T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-07-20T00:00:00.000,Traffic Signal,2022-05-27T00:00:00.000,Queens,Intersection,CYPRESS HILLS STREET,FRESH POND ROAD,,No,No,No,No,No,No,No,No,2022-08-19T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
178371,CQ22-1598B,SE,2022-05-26T16:36:12.000,DOT-548111-G3R1,2022-05-26T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-07-20T00:00:00.000,Traffic Signal,2022-05-26T00:00:00.000,Queens,Intersection,AUBREY AVENUE,METROPOLITAN AVENUE,,No,No,No,No,No,No,No,No,2022-09-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178324,CQ22-1551,ICU,2022-05-23T10:07:11.000,DOT-547076-H7M3; DOT-668330-Q0J6,2022-05-20T00:00:00.000,Study Request Denial,CLOSED,2022-10-24T00:00:00.000,All-Way Stop,2022-07-29T00:00:00.000,Queens,Intersection,59 ROAD,60 LANE,,No,No,No,No,No,No,No,Yes,2022-09-09T00:00:00.000,,MASPETH ELEMENTARY SCHOOL,2022-09-29T00:00:00.000,2022-09-29T00:00:00.000,2022-09-29T00:00:00.000,2022-09-29T00:00:00.000,2022-09-29T00:00:00.000,2022-09-29T00:00:00.000,,CQ09-2120,,,,,,,,2022-09-29T00:00:00.000,,,,,,PS 153,,,,,,,
178268,CQ22-1495,ICU,2022-05-18T09:12:43.000,DOT-546603-G6L2,2022-05-17T00:00:00.000,Study Request Denial,CLOSED,2022-07-25T00:00:00.000,All-Way Stop,2022-06-17T00:00:00.000,Queens,Intersection,PERRY AVENUE,HAMILTON PLACE,,No,No,No,Yes,No,No,No,No,2022-09-06T00:00:00.000,,,2022-07-06T00:00:00.000,2022-07-06T00:00:00.000,2022-07-06T00:00:00.000,2022-07-06T00:00:00.000,2022-07-06T00:00:00.000,2022-07-06T00:00:00.000,,,,,,,,,,2022-07-06T00:00:00.000,,,,,,,,,,,,,
176230,CQ22-1455,ICU,2022-05-16T14:12:22.000,DOT-546487-G2Q5; DOT-551857-F3T2; DOT-565245-B4F0,2022-05-16T00:00:00.000,A/W Approval,CLOSED,2022-07-25T00:00:00.000,Traffic Signal,2022-05-16T00:00:00.000,Queens,Intersection,STANHOPE STREET,FAIRVIEW AVENUE,,No,No,No,Yes,No,No,No,Yes,2022-08-08T00:00:00.000,,GROVER CLEVELAND HS,2022-06-13T00:00:00.000,2022-06-13T00:00:00.000,2022-06-13T00:00:00.000,2022-06-13T00:00:00.000,2022-06-13T00:00:00.000,2022-06-13T00:00:00.000,,CQ19-1258,,,Warrant 5 - Engineering Judgement,All-Way,,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,,,,,,,,,,
176217,CQ22-1442,ICU,2022-05-13T09:36:35.000,DOT-545265-G4M6; DOT-621396-K9H4,2022-05-09T00:00:00.000,Study Request Denial,CLOSED,2023-02-27T00:00:00.000,All-Way Stop,2022-12-16T00:00:00.000,Queens,Intersection,78 STREET,69 ROAD,,No,No,No,No,No,No,No,No,2022-08-29T00:00:00.000,,,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,,CQ19-1710,,,,,,,,2023-01-26T00:00:00.000,,,,,,,,,,,,,
176204,CQ22-1429APS,ICU,2022-05-12T08:05:43.000,,2022-05-12T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2022-05-12T00:00:00.000,Accessible Pedestrian Signal,2022-05-12T00:00:00.000,Queens,Intersection,GRANDVIEW AVENUE,AMORY COURT,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176168,CQ22-1393B,SE,2022-05-09T11:53:58.000,DOT-545266-T8S5,2022-05-09T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-09-01T00:00:00.000,Right Turn Arrow/Signal,2022-05-09T00:00:00.000,Queens,Intersection,FOREST AVENUE,SUMMERFIELD STREET,,No,No,No,No,No,No,No,No,2022-07-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176152,CQ22-1377,ICU,2022-05-05T12:15:09.000,DOT-544969-P0Y3; DOT-545946-S7Y5,2022-05-05T00:00:00.000,Study Request Denial,CLOSED,2022-09-26T00:00:00.000,All-Way Stop,2022-07-13T00:00:00.000,Queens,Intersection,84 PLACE,PENELOPE AVENUE,,No,No,No,No,No,No,No,No,2022-08-25T00:00:00.000,,,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,,CQ15-1202-I2,,,,,,,,2022-08-17T00:00:00.000,,,,,,,,,,,,,
176095,CQ22-1320,ICU,2022-05-02T10:20:59.000,DOT-543663-Q4L9,2022-04-27T00:00:00.000,Study Request Denial,CLOSED,2023-02-22T00:00:00.000,Traffic Signal,2022-12-09T00:00:00.000,Queens,Intersection,MAZEAU STREET,QUEENS MIDTOWN EXPRESSWAY,,No,No,No,No,No,No,No,No,2022-08-17T00:00:00.000,,,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,,,,,,,,,,2023-01-23T00:00:00.000,,,,,,,,,,,,,
176094,CQ22-1319,ICU,2022-05-02T09:59:55.000,DOT-479743-Q3N6; DOT-543661-D9Q4; DOT-543662-D3S3,2022-04-27T00:00:00.000,Study Request Denial,CLOSED,2023-01-09T00:00:00.000,Traffic Signal,2022-10-20T00:00:00.000,Queens,Intersection,58 ROAD,69 LANE,LONG ISLAND EXPRESSWAY,No,No,No,No,No,No,No,No,2022-08-17T00:00:00.000,,,2022-11-29T00:00:00.000,2022-11-29T00:00:00.000,2022-11-29T00:00:00.000,2022-11-29T00:00:00.000,2022-11-29T00:00:00.000,2022-11-29T00:00:00.000,,,,,,,,,,2022-11-29T00:00:00.000,,,,,,,,,,,,,
176039,CQ22-1264B,SE,2022-04-28T11:41:13.000,DOT-543265-P1R4,2022-04-26T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-08-18T00:00:00.000,Leading Pedestrian Interval,2022-04-28T00:00:00.000,Queens,Intersection,MYRTLE AVENUE,62 STREET,,No,No,No,No,No,No,No,No,2022-07-19T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176036,CQ22-1261B,SE,2022-04-28T11:21:24.000,DOT-543266-B8Q5,2022-04-26T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-08-18T00:00:00.000,Leading Pedestrian Interval,2022-04-26T00:00:00.000,Queens,Intersection,MYRTLE AVENUE,CENTRAL AVENUE,,No,No,No,No,No,No,No,No,2022-07-19T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176006,CQ22-1231,ICU,2022-04-27T15:13:56.000,DOT-541714-M9B1,2022-04-15T00:00:00.000,Study Request Denial,CLOSED,2023-01-09T00:00:00.000,Traffic Signal,2022-10-20T00:00:00.000,Queens,Intersection,COOPER AVENUE,64 LANE,,No,No,No,No,No,No,No,No,2022-08-05T00:00:00.000,,,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,,CQ18-2337,,,,,,,,2022-11-30T00:00:00.000,,,,,,,,,,,,,
176003,CQ22-1228,ICU,2022-04-27T11:46:00.000,DOT-526289-M4C6,2022-04-27T00:00:00.000,Study Request Denial,CLOSED,2023-02-06T00:00:00.000,Traffic Signal,2022-12-09T00:00:00.000,Queens,Intersection,69 PLACE,QUEENS MIDTOWN EXPRESSWAY,,No,No,No,No,No,No,No,No,2022-08-26T00:00:00.000,,,2023-01-09T00:00:00.000,2023-01-09T00:00:00.000,2023-01-09T00:00:00.000,2023-01-09T00:00:00.000,2023-01-09T00:00:00.000,2023-01-09T00:00:00.000,S,CQ97-0397,,,,,,,,2023-01-09T00:00:00.000,,,,,,,,,,,,,
175948,CQ22-1173B,SE,2022-04-20T11:08:08.000,DOT-542215-K8H9; DOT-568142-P8Y8; DOT-568864-X0V0; DOT-607763-Z3L5,2022-04-18T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-08-18T00:00:00.000,Traffic Signal,2023-07-27T00:00:00.000,Queens,Intersection,88 STREET,77 AVENUE,,No,No,No,No,No,No,No,No,2023-11-16T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
175929,CQ22-1154,ICU,2022-04-14T14:10:32.000,DOT-541656-J8N3,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2023-01-23T00:00:00.000,All-Way Stop,2022-11-22T00:00:00.000,Queens,Intersection,77 AVENUE,83 STREET,,No,No,No,No,No,No,No,No,2022-08-03T00:00:00.000,,SACRED HEART CATHOLIC ACADEMY OF GLENDALE,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,,CQ18-2770,,,,,,,,2022-12-12T00:00:00.000,,,,,,,,,,,,,
175928,CQ22-1153,ICU,2022-04-14T12:47:54.000,DOT-541654-X1T3,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2022-12-27T00:00:00.000,All-Way Stop,2022-11-22T00:00:00.000,Queens,Intersection,77 AVENUE,82 STREET,,No,No,No,No,No,No,No,Yes,2022-08-03T00:00:00.000,,SACRED HEART SCHOOL,2022-11-28T00:00:00.000,2022-11-28T00:00:00.000,2022-11-28T00:00:00.000,2022-11-28T00:00:00.000,2022-11-28T00:00:00.000,2022-11-28T00:00:00.000,,CQ18-2769,,,,,,,,,,,,,,,,,,,,,
175927,CQ22-1152,ICU,2022-04-14T12:29:28.000,DOT-541660-Y7P4,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2023-01-09T00:00:00.000,All-Way Stop,2022-11-22T00:00:00.000,Queens,Intersection,77 AVENUE,87 STREET,,No,No,No,No,No,No,No,Yes,2022-08-03T00:00:00.000,,P.S./I.S 113 ANTHONY PRANZO,2022-12-06T00:00:00.000,2022-12-06T00:00:00.000,2022-12-06T00:00:00.000,2022-12-06T00:00:00.000,2022-12-06T00:00:00.000,2022-12-06T00:00:00.000,,CQ18-2773,,,,,,,,2022-11-28T00:00:00.000,,,,,,PS /IS 113,,,,,,,
175926,CQ22-1151,ICU,2022-04-14T12:10:08.000,DOT-541659-V1H4,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2022-12-27T00:00:00.000,All-Way Stop,2022-11-22T00:00:00.000,Queens,Intersection,77 AVENUE,86 STREET,,No,No,No,No,No,No,No,Yes,2022-08-03T00:00:00.000,,SACRED HEART SCHOOL,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,2022-11-30T00:00:00.000,,CQ18-2772,,,,,,,,2022-11-30T00:00:00.000,,,,,,,,,,,,,
175925,CQ22-1150,ICU,2022-04-14T11:54:58.000,DOT-541658-P4L0,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2022-06-06T00:00:00.000,All-Way Stop,2022-04-27T00:00:00.000,Queens,Intersection,77 AVENUE,85 STREET,,No,No,No,No,No,No,No,Yes,2022-08-03T00:00:00.000,,SACRED HEART CATHOLIC ACADEMY,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,,CQ18-2771,,,,,,,,2022-05-23T00:00:00.000,,,,,,,,,,,,,
175924,CQ22-1149,ICU,2022-04-14T11:31:59.000,DOT-541649-Z7H8,2022-04-13T00:00:00.000,Study Request Denial,CLOSED,2023-01-17T00:00:00.000,All-Way Stop,2022-11-22T00:00:00.000,Queens,Intersection,77 AVENUE,81 STREET,,No,No,No,No,No,No,No,Yes,2022-08-03T00:00:00.000,,SACRED HEART CATHOLIC ACADEMY OF GLENDALE,2022-12-13T00:00:00.000,2022-12-13T00:00:00.000,2022-12-13T00:00:00.000,2022-12-13T00:00:00.000,2022-12-13T00:00:00.000,2022-12-13T00:00:00.000,N,CQ16-0331-I1,,,,,,,,2022-12-13T00:00:00.000,,,,,,,,,,,,,
175916,CQ22-1141,ICU,2022-04-14T10:06:38.000,DOT-541487-R4L2; DOT-549555-Y9H2; DOT-566399-C6W8,2022-04-12T00:00:00.000,Study Request Denial,CLOSED,2023-07-17T00:00:00.000,All-Way Stop,2023-04-25T00:00:00.000,Queens,Intersection,JUNIPER BOULEVARD NORTH,76 STREET,,No,No,No,Yes,No,No,No,No,2022-08-02T00:00:00.000,,,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2023-06-03T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,,CQ03-2157,,,,,,2023-06-03T00:00:00.000,2023-06-03T00:00:00.000,2023-07-13T00:00:00.000,2023-06-03T00:00:00.000,2023-06-03T00:00:00.000,2023-06-03T00:00:00.000,,,,,,20230603000000,,,,
175907,CQ22-1132,ICU,2022-04-13T14:40:43.000,DOT-470622-K3H2,2022-03-09T00:00:00.000,Study Request Denial,CLOSED,2023-11-20T00:00:00.000,Traffic Signal,2022-11-03T00:00:00.000,Queens,MidBlock,VERMONT PLACE,CYPRESS AVENUE,JACKIE ROBINSON PKWY ET    2 WB,No,No,No,No,No,No,No,No,2022-08-02T00:00:00.000,,,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,2022-12-19T00:00:00.000,,,2023-11-01T00:00:00.000,2022-12-30T00:00:00.000,,,,,,2022-12-19T00:00:00.000,,,,,,,,,,,,,
175878,CQ22-1103,ICU,2022-04-12T09:45:41.000,DOT-540750-R1H9,2022-04-05T00:00:00.000,Study Request Denial,CLOSED,2023-01-09T00:00:00.000,Traffic Signal,2022-11-04T00:00:00.000,Queens,Intersection,QUEENS MIDTOWN EXPRESSWAY,73 PLACE,,No,No,No,No,No,No,No,Yes,2022-07-27T00:00:00.000,,MASPETH HIGH SCHOOL,2022-11-17T00:00:00.000,2022-11-17T00:00:00.000,2022-11-17T00:00:00.000,2022-11-17T00:00:00.000,2022-11-17T00:00:00.000,2022-11-17T00:00:00.000,N,,,,,,,2022-12-09T00:00:00.000,2022-12-09T00:00:00.000,2022-11-17T00:00:00.000,2022-12-09T00:00:00.000,2022-12-09T00:00:00.000,2022-12-09T00:00:00.000,,,,,,,2022-12-09T00:00:00.000,,,
175863,CQ22-1088,ICU,2022-04-11T09:25:11.000,DOT-541039-C6F1,2022-04-08T00:00:00.000,Study Request Denial,CLOSED,2022-07-25T00:00:00.000,Traffic Signal,2022-04-21T00:00:00.000,Queens,Intersection,WYCKOFF AVENUE,MADISON STREET,WYCKOFF AVENUE - Duplicate Street Name,No,No,No,No,No,No,No,No,2022-07-29T00:00:00.000,,,2022-06-29T00:00:00.000,2022-06-29T00:00:00.000,2022-06-29T00:00:00.000,2022-06-29T00:00:00.000,2022-06-29T00:00:00.000,2022-06-29T00:00:00.000,,,,,,,,,,2022-06-29T00:00:00.000,,,,,,,,,,,,,
175826,CQ22-1051B,SE,2022-04-07T11:01:54.000,DOT-540860-W2P7,2022-04-07T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-12-08T00:00:00.000,Leading Pedestrian Interval,2022-04-07T00:00:00.000,Queens,Intersection,MYRTLE AVENUE,64 STREET,,No,No,No,No,No,No,No,No,2022-06-30T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175803,CQ22-1028,ICU,2022-04-06T10:57:57.000,DOT-539796-P1B2,2022-03-31T00:00:00.000,Signal Approval,CLOSED,2023-08-15T00:00:00.000,Traffic Signal,2022-08-01T00:00:00.000,Queens,Intersection,FLUSHING AVENUE,60 LANE,,No,No,No,No,No,No,No,No,2022-07-21T00:00:00.000,,,2022-10-18T00:00:00.000,2022-10-18T00:00:00.000,2022-10-18T00:00:00.000,2022-10-18T00:00:00.000,2022-10-18T00:00:00.000,2022-10-18T00:00:00.000,,,2022-12-21T00:00:00.000,2022-10-25T00:00:00.000,Warrant 1B - Eight-Hour Vehicular Volume,Traffic Signal,,,,2022-10-18T00:00:00.000,,,,,,,,2024-11-13T00:00:00.000,,,,,
175749,CQ22-0974,ICU,2022-04-01T09:33:13.000,DOT-539821-K6H0,2022-03-31T00:00:00.000,A/W Approval,CLOSED,2022-12-19T00:00:00.000,Traffic Signal,2022-10-20T00:00:00.000,Queens,Intersection,61 STREET,ST FELIX AVENUE,,No,No,No,No,No,No,No,No,2022-07-21T00:00:00.000,,,2022-11-21T00:00:00.000,2022-11-21T00:00:00.000,2022-11-21T00:00:00.000,2022-11-21T00:00:00.000,2022-11-21T00:00:00.000,2022-11-21T00:00:00.000,,CQ17-3543,,,Warrant 5 - Engineering Judgement,All-Way,,,,2022-11-21T00:00:00.000,,,,,,,,,,,,,
175736,CQ22-0961,ICU,2022-03-31T09:30:51.000,DOT-536186-R5T6,2022-03-24T00:00:00.000,Study Request Denial,CLOSED,2022-10-11T00:00:00.000,Traffic Signal,2022-06-29T00:00:00.000,Queens,MidBlock,57 AVENUE,74 STREET,80 STREET,No,No,No,Yes,No,No,No,Yes,2022-07-14T00:00:00.000,,MASPETH HIGH SCHOOL,2022-08-10T00:00:00.000,2022-08-10T00:00:00.000,2022-09-23T00:00:00.000,2022-08-10T00:00:00.000,2022-08-10T00:00:00.000,2022-08-10T00:00:00.000,,CQ13-0067,,,,,,2022-09-23T00:00:00.000,2022-09-23T00:00:00.000,2022-08-10T00:00:00.000,2022-09-23T00:00:00.000,2022-09-23T00:00:00.000,2022-09-23T00:00:00.000,,,,,,,,,,
175676,CQ22-0901,ICU,2022-03-28T08:59:39.000,DOT-538175-K1B5; DOT-541289-H0T5,2022-03-18T00:00:00.000,A/W Approval,CLOSED,2023-01-09T00:00:00.000,All-Way Stop,2022-10-20T00:00:00.000,Queens,Intersection,78 AVENUE,74 STREET,,No,No,No,No,No,No,No,Yes,2022-07-08T00:00:00.000,,PS 119,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,,CQ16-3143,,,Warrant 5 - Engineering Judgement,All-Way,,,,2022-12-01T00:00:00.000,,,,,,PS 119,,,,,,,
175449,CQ22-0674,ICU,2022-03-07T14:30:47.000,DOT-536536-P3X1,2022-03-07T00:00:00.000,A/W Approval,CLOSED,2022-05-17T00:00:00.000,All-Way Stop,2022-04-21T00:00:00.000,Queens,Intersection,ONDERDONK AVENUE,STARR STREET,,No,No,No,Yes,No,No,No,No,2022-06-27T00:00:00.000,,,2022-05-02T00:00:00.000,2022-05-02T00:00:00.000,2022-05-02T00:00:00.000,2022-05-02T00:00:00.000,2022-05-02T00:00:00.000,2022-05-02T00:00:00.000,,CQ16-2646,,,Warrant 3 - Crash Experience Warrant,All-Way,,,,2022-05-02T00:00:00.000,,,,,,,,,,,,,
175432,CQ22-0657,ICU,2022-03-04T14:27:49.000,DOT-536390-N0L2,2022-03-04T00:00:00.000,Study Request Denial,CLOSED,2022-10-04T00:00:00.000,Traffic Signal,2022-09-01T00:00:00.000,Queens,Intersection,69 STREET,60 DRIVE,,No,No,No,No,No,No,No,No,2022-06-24T00:00:00.000,,,2022-09-16T00:00:00.000,2022-09-16T00:00:00.000,2022-09-16T00:00:00.000,2022-09-16T00:00:00.000,2022-09-16T00:00:00.000,2022-09-16T00:00:00.000,,,,,,,,,,2022-09-16T00:00:00.000,,,,,,,,,,,,,
175431,CQ22-0656,ICU,2022-03-04T14:24:12.000,DOT-536389-D8D9,2022-03-04T00:00:00.000,Study Request Denial,CLOSED,2022-09-13T00:00:00.000,Traffic Signal,2022-07-13T00:00:00.000,Queens,Intersection,69 STREET,59 ROAD,,No,No,No,No,No,No,No,No,2022-06-24T00:00:00.000,,,2022-08-16T00:00:00.000,2022-08-16T00:00:00.000,,,2022-08-16T00:00:00.000,2022-08-16T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
175279,CQ22-0504,ICU,2022-02-18T09:52:31.000,DOT-534527-G4N0,2022-02-18T00:00:00.000,Study Request Denial,CLOSED,2022-10-31T00:00:00.000,Traffic Signal,2022-04-21T00:00:00.000,Queens,Intersection,COOPER AVENUE,65 PLACE,,No,No,No,Yes,No,No,No,No,2022-06-10T00:00:00.000,,,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,,CQ17-1016,2022-10-18T00:00:00.000,2022-09-13T00:00:00.000,,,,,,2022-08-04T00:00:00.000,,,,,,,,,,,,,
175261,CQ22-0486B,SE,2022-02-17T10:22:30.000,DOT-534674-Q6Y9,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-28T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,WOODHAVEN BOULEVARD,TROTTING COURSE LANE,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175260,CQ22-0485B,SE,2022-02-17T10:12:45.000,DOT-534660-V6N8,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-29T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,CYPRESS HILLS STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
175259,CQ22-0484B,SE,2022-02-17T10:10:07.000,DOT-534670-X0P1; DOT-549011-Y4M6,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2023-07-19T00:00:00.000,Leading Pedestrian Interval,2022-06-02T00:00:00.000,Queens,Intersection,COOPER AVENUE,METROPOLITAN AVENUE,,No,No,No,No,No,No,No,No,2022-08-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175257,CQ22-0482,ICU,2022-02-17T10:06:22.000,DOT-534237-J8W3,2022-02-16T00:00:00.000,Study Request Denial,CLOSED,2023-01-23T00:00:00.000,Traffic Signal,2022-11-03T00:00:00.000,Queens,Intersection,FLUSHING AVENUE,58 DRIVE,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,2022-12-20T00:00:00.000,2022-12-20T00:00:00.000,2022-12-20T00:00:00.000,2022-12-20T00:00:00.000,2022-12-20T00:00:00.000,2022-12-20T00:00:00.000,,CQ03-1335,,,,,,,,2022-12-20T00:00:00.000,,,,,,,,,,,,,
175254,CQ22-0479B,SE,2022-02-17T09:50:16.000,DOT-534672-W9F4,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-29T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,83 STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175251,CQ22-0476B,SE,2022-02-17T09:40:22.000,DOT-534669-D2Q8,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-28T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,80 STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
175250,CQ22-0475B,SE,2022-02-17T09:37:50.000,DOT-534667-K7X2,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-29T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,73 PLACE,COOPER AVENUE,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175249,CQ22-0474B,SE,2022-02-17T09:26:57.000,DOT-534661-G6T6,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-29T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,66 STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175248,CQ22-0473B,SE,2022-02-17T09:24:49.000,DOT-534659-F2H1; DOT-536472-X2G9,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-03-29T00:00:00.000,Leading Pedestrian Interval,2022-02-17T00:00:00.000,Queens,Intersection,COOPER AVENUE,64 STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175246,CQ22-0471B,SE,2022-02-17T09:19:56.000,DOT-534666-G9H4,2022-02-17T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-04-06T00:00:00.000,Leading Pedestrian Interval,2022-03-28T00:00:00.000,Queens,Intersection,COOPER AVENUE,72 STREET,,No,No,No,No,No,No,No,No,2022-05-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
